sstn,sdep,stmp,ssal,sden,spHa,stub,sflu,ssig,oxys,oxyc
St.5,21,17.5154,32.63084444,1023.668378,9.096666667,0.245688889,0.1913,23.57498889,74.79077778,4.112488889
St.5,22,17.2661,32.6727,1023.763563,9.09325,0.256975,0.201875,23.6661875,74.553375,4.11805
St.5,23,17.00156667,32.79416667,1023.923783,9.0925,0.285033333,0.158916667,23.82153333,73.95516667,4.102866667
St.5,24,16.8733,32.87016667,1024.016183,9.092083333,0.29965,0.163966667,23.90978333,73.01416667,4.058866667
St.5,25,16.73115385,32.99118462,1024.147085,9.090076923,0.320153846,0.159138462,24.03567692,73.02930769,4.067938462
St.5,26,16.61132857,33.09847857,1024.261229,9.088,0.320235714,0.141828571,24.14576429,72.0565,4.020435714
St.5,27,16.84388571,33.7181,1024.6867,9.086142857,0.283928571,0.147228571,24.56698571,72.197,3.995028571
St.5,28,17.8617,33.99196154,1024.6583,9.074846154,0.171176923,0.169761538,24.53383077,69.21038462,3.749953846
St.5,29,18.0094,33.97901111,1024.6159,9.074777778,0.141433333,0.1775,24.48791111,65.33444444,3.530055556
St.5,30,18.0818,34.0029375,1024.62135,9.0765,0.1206125,0.1889125,24.488475,65.193125,3.517125
St.5,31,18.23641818,34.06112727,1024.631991,9.074818182,0.112463636,0.171090909,24.49489091,64.99281818,3.494854545
St.5,32,18.2945,34.05191818,1024.614673,9.072909091,0.125636364,0.1602,24.47348182,64.45272727,3.462227273
St.5,33,18.3101,34.0554375,1024.61795,9.072875,0.1162125,0.1972,24.4723375,64.43125,3.459975
St.5,34,18.30047273,34.05074545,1024.621318,9.071909091,0.125509091,0.186345455,24.47110909,64.23418182,3.450118182
St.5,35,18.28654286,34.04295714,1024.623043,9.070714286,0.108257143,0.174028571,24.46858571,64.12228571,3.445171429
St.5,36,18.1868875,33.9628625,1024.591063,9.070125,0.1107,0.18395,24.4319125,64.160625,3.455375
St.5,37,17.9771125,33.938525,1024.628213,9.068125,0.1202375,0.1757375,24.4648125,63.4875,3.4332375
St.5,38,17.76205714,33.87107143,1024.633586,9.067142857,0.122871429,0.159428571,24.46552857,62.77314286,3.409871429
St.5,39,17.6158,33.9451625,1024.730363,9.065625,0.1328375,0.1575375,24.5577125,62.3205,3.3932125
St.5,40,17.5273125,33.9709625,1024.776025,9.064875,0.129775,0.14675,24.5988125,62.093375,3.3860375
St.5,41,17.44687143,33.98045714,1024.807143,9.064571429,0.160342857,0.122814286,24.62541429,62.64428571,3.421128571
St.5,42,17.4132875,33.9846625,1024.822938,9.064,0.1688625,0.1547625,24.6367125,62.576125,3.4195375
St.5,43,17.37958571,33.97678571,1024.829214,9.062857143,0.1682,0.126728571,24.63874286,62.50614286,3.418071429
St.5,44,17.3207625,33.9712625,1024.843625,9.061625,0.17345,0.1290375,24.648575,62.177125,3.4040375
St.5,45,17.24017143,33.96447143,1024.862157,9.062714286,0.200228571,0.124442857,24.66257143,62.25971429,3.413957143
St.5,46,17.2093,33.979275,1024.885325,9.063,0.1846875,0.1181625,24.6813,62.700875,3.4398875
St.5,47,17.2043,33.980325,1024.8916,9.06225,0.2341,0.1260625,24.6833125,62.714375,3.440925
St.5,48,17.1910625,33.9633375,1024.886275,9.062875,0.1715625,0.1394125,24.673425,62.681,3.4403375
St.5,49,17.10341429,33.93814286,1024.892471,9.063571429,0.168628571,0.125857143,24.6749,62.66971429,3.446042857
St.5,50,16.9792,33.981275,1024.959275,9.062375,0.1885125,0.1182375,24.73735,62.800875,3.4605875
St.5,51,16.9523,34.0286,1025.006563,9.059125,0.20625,0.101525,24.7799875,62.331125,3.4355
St.5,52,16.9078125,34.028225,1025.020875,9.058125,0.2022375,0.100675,24.7901875,61.4045,3.38735
St.5,53,16.83028571,34.05487143,1025.064186,9.056285714,0.1915,0.094385714,24.82887143,61.04885714,3.372228571
St.5,54,16.77542857,34.07204286,1025.094757,9.053857143,0.187142857,0.091842857,24.85491429,60.46628571,3.343257143
St.5,55,16.76970909,34.10550909,1025.125991,9.054454545,0.188354545,0.078581818,24.88194545,60.48972727,3.344254545
St.5,56,16.61133333,34.12485,1025.182317,9.056833333,0.202116667,0.074116667,24.93375,60.47983333,3.35355
St.5,57,16.49875,34.37821667,1025.407717,9.06,0.2728,0.065716667,25.15455,61.15566667,3.3932
St.5,58,16.508125,34.385075,1025.415258,9.059166667,0.4488,0.060508333,25.15765,61.4795,3.4104
St.5,59,16.49891429,34.40558571,1025.437514,9.060142857,0.5137,0.048814286,25.17557143,61.12971429,3.3912
St.5,60,16.50231429,34.411,1025.445529,9.059285714,0.548142857,0.038014286,25.17892857,61.18414286,3.393885714
St.5,61,16.50534444,34.40996667,1025.448322,9.059444444,0.559333333,0.046166667,25.17744444,61.308,3.400577778
St.5,62,16.50484286,34.41005714,1025.453171,9.059285714,0.5841,0.057528571,25.17761429,61.317,3.401085714
St.5,63,16.5042875,34.40975,1025.457325,9.05925,0.5978375,0.053375,25.1775,61.24275,3.397025
St.5,64,16.502575,34.4074875,1025.460338,9.05825,0.6087125,0.04985,25.176175,61.18575,3.394025
St.5,65,16.49597273,34.40703636,1025.466045,9.058636364,0.601718182,0.042972727,25.17734545,61.15890909,3.392981818
St.5,66,16.499,34.40516667,1025.467983,9.057666667,0.5976,0.04155,25.17523333,61.33883333,3.4028
St.5,67,16.4899,34.40164,1025.47186,9.0574,0.62714,0.03202,25.1746,61.2666,3.39948
St.5,68,16.4848,34.40375714,1025.480071,9.056857143,0.610064286,0.039271429,25.17745,61.28607143,3.400842857
St.5,69,16.48315556,34.40356667,1025.484078,9.057222222,0.639888889,0.047511111,25.17767778,61.19222222,3.395733333
St.5,70,16.48136,34.40338,1025.48884,9.057,0.6549,0.03812,25.1779,61.0858,3.38996
St.5,71,16.48191667,34.4016,1025.491783,9.056166667,0.621766667,0.043833333,25.17645,61.22383333,3.397633333
St.5,72,16.47693846,34.40266154,1025.498508,9.055,0.653361538,0.044053846,25.17843077,61.156,3.394161538
St.5,73,16.480475,34.4014,1025.500625,9.05575,0.644,0.045275,25.176625,61.233,3.398225
St.5,74,16.47615,34.40041667,1025.505817,9.055,0.641833333,0.04945,25.1769,61.12133333,3.392333333
St.5,75,16.47954286,34.40357143,1025.511871,9.055285714,0.672814286,0.049142857,25.17852857,61.17971429,3.395271429
St.5,76,16.46535,34.393025,1025.511333,9.055,0.721808333,0.033091667,25.17370833,61.16533333,3.395641667
St.5,77,16.45711429,34.3978,1025.520914,9.054428571,0.6981,0.039214286,25.17927143,61.23928571,3.400185714
St.5,78,16.458,34.3956,1025.523886,9.053142857,0.695471429,0.050457143,25.17738571,61.173,3.3965
St.5,79,16.45628571,34.39515714,1025.5285,9.053285714,0.698557143,0.040528571,25.17745714,61.08957143,3.392
St.5,80,16.45353,34.39499,1025.53343,9.0521,0.71944,0.04894,25.17796,61.2495,3.40105
St.5,81,16.45524,34.39765,1025.53913,9.0519,0.71839,0.02851,25.17962,61.242,3.40047
St.5,82,16.46022,34.3978,1025.54276,9.0514,0.69976,0.06056,25.17856,61.1968,3.3976
St.5,83,16.45775714,34.39411429,1025.544929,9.052,0.661928571,0.051428571,25.17631429,61.20414286,3.398271429
St.6,1,26.674,29.931,1019.01245,9.197,0.20795,1.00975,19.00675,88.427,4.19145
St.6,2,26.74496667,29.99623939,1019.042652,9.212757576,0.254560606,0.992530303,19.03370303,91.15830303,4.313927273
St.6,3,26.74333333,30.00505926,1019.053711,9.213740741,0.244448148,0.996922222,19.04084815,90.55133333,4.285059259
St.6,4,26.66658684,29.98500263,1019.066737,9.213184211,0.235642105,1.001039474,19.04955263,85.48442105,4.049844737
St.6,5,26.70728462,30.02727473,1019.091115,9.213208791,0.231925275,1.00230989,19.06870879,91.54206593,4.333773626
St.6,6,26.72295294,30.03401412,1019.093807,9.212870588,0.232450588,1.003003529,19.06894824,92.90012941,4.397181176
St.6,7,26.75868333,30.0307,1019.085917,9.216666667,0.2357,0.978833333,19.05533333,93.14366667,4.40625
St.6,8,26.7547,30.03034286,1019.0911,9.216142857,0.250371429,0.978971429,19.05634286,93.13571429,4.406171429
St.6,9,26.76254167,30.03371667,1019.095667,9.217166667,0.1964,0.9807,19.05639167,93.15033333,4.406191667
St.6,10,26.77592,30.0347,1019.09638,9.2176,0.19622,0.988,19.05298,93.2254,4.40874
St.6,11,26.7853,30.03255,1019.096275,9.21875,0.21675,0.9737,19.048475,93.0285,4.3988
St.6,12,26.78025,30.02775,1019.099083,9.217666667,0.235183333,0.9618,19.04641667,92.909,4.393616667
St.6,13,26.7601,30.03892857,1019.1172,9.2165,0.203935714,0.919921429,19.06108571,93.04507143,4.401271429
St.6,14,26.66176,30.12376,1019.2165,9.2138,0.2127,0.82076,19.15542,92.4964,4.38048
St.6,15,26.47716,30.39266,1019.48026,9.2088,0.18616,0.72524,19.41484,91.7906,4.35396
St.6,16,26.33888,30.69958,1019.75808,9.207,0.12942,0.69668,19.68844,90.3368,4.28762
St.6,17,26.42034286,30.78243571,1019.799707,9.207785714,0.131992857,0.6367,19.72555,90.40321429,4.282814286
St.6,18,26.33598,31.2109,1020.15206,9.2042,0.152,0.61374,20.074,91.4152,4.32646
St.6,19,26.176825,31.4009,1020.3487,9.20525,0.12865,0.44515,20.266225,92.151,4.368275
St.6,20,26.10741667,31.43846667,1020.40315,9.199666667,0.110816667,0.425433333,20.31588333,93.2435,4.424366667
St.6,21,25.93275,31.57744286,1020.5647,9.196928571,0.095807143,0.433164286,20.47422857,92.95864286,4.4204
St.6,22,25.26692,32.14914,1021.20376,9.1828,0.15902,0.38984,21.10786,92.4464,4.4317
St.6,23,24.65762,32.4565,1021.62342,9.175,0.06102,0.32238,21.52276,92.4714,4.47154
St.6,24,24.33554167,32.68766667,1021.897625,9.173416667,0.077775,0.356025,21.79306667,92.69725,4.501425
St.6,25,24.11277143,32.78934286,1022.044486,9.173285714,0.072728571,0.354314286,21.9356,92.67942857,4.5153
St.6,26,23.83908571,32.92059286,1022.228629,9.173214286,0.078714286,0.391964286,22.11508571,93.09664286,4.553764286
St.6,27,23.66448333,32.89686667,1022.265333,9.173666667,0.1098,0.388966667,22.14803333,93.05366667,4.566133333
St.6,28,23.37051667,32.92405,1022.37585,9.174,0.110833333,0.3944,22.2537,92.73566667,4.57325
St.6,29,23.16312667,32.98575333,1022.486313,9.174933333,0.102653333,0.420453333,22.36006,93.34433333,4.61836
St.6,30,22.81422857,32.8653,1022.499214,9.174857143,0.094742857,0.427014286,22.36827143,93.03128571,4.634457143
St.6,31,22.3262,32.94807273,1022.704609,9.176909091,0.112063636,0.454845455,22.56862727,93.59227273,4.700590909
St.6,32,22.18132222,32.95473333,1022.7539,9.175444444,0.088877778,0.472677778,22.61413333,94.09133333,4.737622222
St.6,33,21.7482,32.97324286,1022.893043,9.173571429,0.089285714,0.4753,22.74814286,93.21142857,4.729257143
St.6,34,21.48905714,33.05740714,1023.03155,9.170357143,0.105414286,0.478342857,22.88313571,92.93264286,4.734771429
St.6,35,21.06342,32.98368,1023.09638,9.1652,0.06744,0.47558,22.94258,91.9062,4.72056
St.6,36,20.43388182,33.18669091,1023.423909,9.155818182,0.105109091,0.518927273,23.26513636,90.28172727,4.684909091
St.6,37,20.19135714,33.22001429,1023.517257,9.150571429,0.111742857,0.514528571,23.35448571,88.71114286,4.623
St.6,38,19.92002,33.18464,1023.56598,9.1422,0.09488,0.48032,23.39844,86.686,4.54096
St.6,39,19.53868889,33.24605556,1023.716022,9.138555556,0.0982,0.4257,23.54385556,80.899,4.266055556
St.6,40,19.3701875,33.284475,1023.792775,9.13825,0.0782625,0.3914625,23.6164,78.268625,4.139525
St.6,41,19.26498889,33.30364444,1023.838589,9.137444444,0.113455556,0.380777778,23.65788889,78.71866667,4.170977778
St.6,42,19.1972,33.3085,1023.863933,9.138,0.117966667,0.350416667,23.67885,78.4675,4.162816667
St.6,43,19.1369,33.32283333,1023.894717,9.137166667,0.133466667,0.355366667,23.70506667,78.20666667,4.153266667
St.6,44,19.06628182,33.32756364,1023.921091,9.124545455,0.110109091,0.336790909,23.72659091,77.87045455,4.140763636
St.6,45,18.94345,33.2873875,1023.925188,9.126125,0.125,0.32555,23.7269125,78.065,4.16165
St.6,46,18.62641667,33.29155,1024.01275,9.126666667,0.12355,0.271866667,23.80956667,77.569,4.159716667
St.6,47,18.33576,33.42073,1024.18805,9.1217,0.11154,0.2452,23.98045,77.0959,4.15384
St.6,48,18.19746667,33.51088333,1024.295433,9.116666667,0.080816667,0.223383333,24.08348333,76.61116667,4.136283333
St.6,49,18.04415714,33.55865714,1024.374429,9.112428571,0.111942857,0.215128571,24.1576,74.57685714,4.036942857
St.6,50,17.90035,33.57123333,1024.423417,9.11,0.1257,0.193958333,24.20233333,72.30825,3.924583333
St.6,51,17.721,33.57623333,1024.475783,9.107833333,0.13525,0.181933333,24.2497,71.73466667,3.90665
St.6,52,17.60914444,33.59817778,1024.524089,9.104555556,0.155177778,0.197166667,24.29347778,71.05288889,3.877266667
St.6,53,17.52835,33.642375,1024.581663,9.103125,0.1709625,0.2034875,24.346775,70.235625,3.8375625
St.6,54,17.4759,33.678675,1024.626263,9.100625,0.1639,0.1633375,24.387175,69.673125,3.8098125
St.6,55,17.48368333,33.75206667,1024.685167,9.098,0.134233333,0.155383333,24.44156667,69.07683333,3.774983333
St.6,56,17.49374,33.76038,1024.69402,9.0967,0.13779,0.16065,24.4455,68.0743,3.71929
St.6,57,17.45499,33.75449,1024.70264,9.0952,0.14558,0.16254,24.45029,68.0895,3.72302
St.6,58,17.43808333,33.7848,1024.734583,9.094666667,0.146433333,0.159316667,24.47758333,68.00216667,3.718766667
St.6,59,17.45413333,33.79496667,1024.743478,9.094222222,0.172644444,0.161977778,24.48152222,67.77844444,3.705144444
St.6,60,17.43037778,33.7953,1024.753289,9.092,0.160411111,0.164866667,24.48747778,67.57777778,3.695877778
St.6,61,17.33758333,33.79568333,1024.780533,9.089833333,0.14695,0.19325,24.50995,67.17016667,3.6801
St.6,62,17.25604444,33.81806667,1024.8215,9.088222222,0.143977778,0.159088889,24.54655556,66.60688889,3.654444444
St.6,63,17.16214444,33.82233333,1024.851622,9.087,0.146011111,0.153066667,24.57213333,66.41211111,3.650233333
St.6,64,17.089075,33.8338625,1024.88235,9.085875,0.1719375,0.1481875,24.5983,66.084,3.63705
St.6,65,16.9647625,33.8201375,1024.905375,9.084125,0.1951875,0.1231875,24.617075,65.872,3.634375
St.6,66,16.78791429,33.84752857,1024.972543,9.080714286,0.194557143,0.110828571,24.67961429,65.13957143,3.605671429
St.6,67,16.67192,33.88581,1025.03412,9.0807,0.20781,0.10893,24.73613,64.7279,3.59011
St.6,68,16.6371875,33.887375,1025.04695,9.07975,0.2329375,0.0898125,24.7454125,64.60675,3.5857625
St.6,69,16.5939,33.89398571,1025.067129,9.079142857,0.274142857,0.102528571,24.76052857,64.47571429,3.581371429
St.6,70,16.55590909,33.89626364,1025.082127,9.078545455,0.2695,0.090272727,24.77113636,64.49736364,3.585154545
St.6,71,16.477375,33.9118625,1025.116813,9.07725,0.2812125,0.0900125,24.8012875,64.21975,3.5748125
St.6,72,16.4465,33.9235625,1025.137738,9.076375,0.269775,0.0898125,24.817425,64.13525,3.571975
St.6,73,16.42921429,33.91732857,1025.140843,9.076428571,0.292885714,0.077142857,24.81661429,64.15142857,3.574228571
St.6,74,16.33802,33.89791,1025.15206,9.0756,0.30272,0.09382,24.8227,64.0543,3.5756
St.6,75,16.12564444,33.88667778,1025.195967,9.075333333,0.287544444,0.069055556,24.86268889,64.11288889,3.593977778
St.6,76,15.9669,34.06495,1025.3744,9.0715,0.257066667,0.076166667,25.0359,64.1155,3.601416667
St.6,77,15.93024167,34.14688333,1025.450183,9.068,0.288216667,0.066091667,25.10723333,62.40391667,3.506008333
St.6,78,15.8465,34.30416667,1025.594583,9.064,0.32115,0.059766667,25.24718333,61.60883333,3.463683333
St.6,79,15.85061429,34.35665714,1025.638714,9.062,0.333857143,0.046857143,25.28661429,60.46471429,3.398014286
St.6,80,15.86297,34.35494,1025.63838,9.0611,0.32806,0.03111,25.28253,60.2897,3.38739
St.6,81,15.85937143,34.35242857,1025.641771,9.060285714,0.353271429,0.033871429,25.2814,60.44914286,3.396657143
St.6,82,15.85523333,34.3584,1025.650533,9.059333333,0.426433333,0.0295,25.2869,60.39033333,3.393466667
